iter	RMSE
140	161.3349539
141	161.2454995
142	161.2013187
143	161.0671762
144	160.9116943
145	160.7913772
146	160.7299045
147	160.6506262
148	160.555571
149	160.4750663
150	160.3921144
151	160.1548705
152	159.9645354
153	159.8680935
154	159.8044316
155	159.7100003
156	159.6098854
157	159.5104156
158	159.4440644
159	159.410287
160	159.3283887
161	159.1889651
162	159.0769751
163	158.9667476
164	158.8957355
165	158.810913
166	158.7310973
167	158.6965011
168	158.4525585
169	158.3885595
170	158.2661578
171	158.1270882
172	158.0799441
173	157.8587078
174	157.7380029
175	157.6384058
176	157.4697501
177	157.3679698
178	157.3153551
179	157.2493971
180	157.1600878
181	156.9379619
182	156.8414593
183	156.7803628
184	156.7314033
185	156.5547915
186	156.4747716
187	156.275721
188	156.238189
189	156.0928342
190	156.0382543
191	155.9647977
192	155.937425
193	155.8265124
194	155.790943
195	155.7502377
196	155.6667334
197	155.5541728
198	155.4576957
199	155.4274396
200	155.259684
201	155.0788294
202	155.0074253
203	154.8782973
204	154.8509468
205	154.7962739
206	154.6927821
207	154.5261754
208	154.4836357
209	154.3476076
210	154.2633092
211	154.1968747
212	154.0488294
213	154.0225248
214	153.8996672
215	153.833208
216	153.7370116
217	153.6372093
218	153.4575012
219	153.422619
220	153.3553567
221	153.2445646
222	153.1136857
223	152.9523397
224	152.8787102
225	152.8557694
226	152.7263025
227	152.6313209
228	152.5126953
229	152.4422565
230	152.3488494
231	152.2881979
232	152.2031291
233	152.0706598
234	151.9606114
235	151.8511057
236	151.7567934
237	151.7340998
238	151.7130421
239	151.5575418
240	151.4587915
241	151.3584666
242	151.271231
243	151.2150943
244	151.0773117
245	151.0660476
246	150.9772501
247	150.8449351
248	150.7834873
249	150.7427894
250	150.6246003
251	150.5538923
252	150.5051599
253	150.4487928
254	150.4028153
255	150.3918043
256	150.3546533
257	150.2625172
258	150.1870884
259	150.1392581
260	150.1124963
261	150.0000547
262	149.8665418
263	149.7251132
264	149.6810244
265	149.6380871
266	149.5051125
267	149.4035805
268	149.3612216
269	149.3508468
270	149.270172
271	149.2170986
272	149.1711994
273	149.1618248
274	149.1521705
275	149.0300321
276	148.9803741
277	148.8802039
278	148.8072971
279	148.6969663
280	148.6206266
281	148.5374615
282	148.4562406
283	148.3916519
284	148.3106461
285	148.2630436
286	148.2433811
287	148.1629562
288	148.1188215
289	148.033145
290	147.9279153
291	147.8923292
292	147.7777336
293	147.6708626
294	147.6023651
295	147.5415709
296	147.4683952
297	147.3593653
298	147.2959697
299	147.2411471
300	147.1581758
301	147.0850978
302	147.0437308
303	146.958608
304	146.8928193
305	146.8178243
306	146.7615092
307	146.6896048
308	146.6235336
309	146.5132867
310	146.4617553
311	146.4217412
312	146.3638597
313	146.2769139
314	146.2246878
315	146.1328903
316	146.1149108
317	146.095951
318	146.0008738
319	145.9145593
320	145.8295846
321	145.7860226
322	145.7370056
323	145.6973546
324	145.6814578
325	145.6733188
326	145.5835621
327	145.5472833
328	145.4688755
329	145.4609005
330	145.426941
331	145.3773665
332	145.3251302
333	145.2518335
334	145.1996703
335	145.1632328
336	145.0988522
337	145.0134157
338	145.005892
339	144.9723064
340	144.886138
341	144.8554697
342	144.7831228
343	144.7256127
344	144.6152273
345	144.5835463
346	144.5359928
347	144.4705043
348	144.4365468
349	144.3467618
350	144.3125195
351	144.2807106
352	144.2334738
353	144.1877932
354	144.1436342
355	144.1051428
356	144.0432478
357	144.0146155
358	143.9807977
359	143.9755325
360	143.9535778
361	143.87912
362	143.7981628
363	143.7681326
364	143.7053335
365	143.6953669
366	143.6300081
367	143.5476049
368	143.5426683
369	143.4780927
370	143.4336906
371	143.39967
372	143.3258494
373	143.3165323
374	143.2757865
375	143.2247479
376	143.1369501
377	143.0741265
378	142.9972719
379	142.9655458
380	142.9250855
381	142.8510778
382	142.8112526
383	142.7190313
384	142.6797953
385	142.612819
386	142.5597146
387	142.5201022
388	142.5149715
389	142.4838008
390	142.4788552
391	142.4741194
392	142.4069944
393	142.3387798
394	142.2815305
395	142.2549476
396	142.2143992
397	142.1795288
398	142.1188149
399	142.091619
400	142.0635994
401	141.9893991
402	141.9589452
403	141.9062815
404	141.8694263
405	141.8230119
406	141.8188472
407	141.7524551
408	141.6861691
409	141.6129637
410	141.5587439
411	141.5315812
412	141.4812451
413	141.4772265
414	141.4332072
415	141.3667336
416	141.342742
417	141.2767005
418	141.2321917
419	141.1825285
420	141.1293962
421	141.1254815
422	141.0584007
423	141.0547165
424	141.0017309
425	140.9617981
426	140.902667
427	140.8657976
428	140.8040575
429	140.8005054
430	140.7969825
431	140.754806
432	140.6954827
433	140.6451953
434	140.5831806
435	140.5265978
436	140.4913459
437	140.4535825
438	140.4080308
439	140.3497937
440	140.3261777
441	140.2742082
442	140.1821449
443	140.1518733
444	140.0826555
445	140.0431188
446	140.0382603
447	139.9836765
448	139.9804409
449	139.8878608
450	139.862604
451	139.8092407
452	139.8061675
453	139.7818821
454	139.7788752
455	139.7442831
456	139.7399686
457	139.6998535
458	139.6942447
459	139.6914527
460	139.6270109
461	139.5515289
462	139.5279057
463	139.4379467
464	139.3901187
465	139.3476119
466	139.3026776
467	139.2698917
468	139.2243725
469	139.1591403
470	139.1181557
471	139.0579984
472	139.0554261
473	139.0516991
474	139.0184251
475	138.995779
476	138.9933545
477	138.9621044
478	138.8837921
479	138.8379746
480	138.7916169
481	138.7622177
482	138.7256193
483	138.6438321
484	138.5902633
485	138.5352193
486	138.498424
487	138.4961836
488	138.4498277
489	138.4049864
490	138.4029933
491	138.3848703
492	138.3159955
493	138.2826869
494	138.2516449
495	138.216907
496	138.1670732
497	138.1499017
498	138.1079468
499	138.086649
500	138.0391474
501	137.9991168
502	137.9945933
503	137.9707754
504	137.9164948
505	137.8603934
506	137.819813
507	137.7825842
508	137.7483854
509	137.6809422
510	137.6193608
511	137.5832182
512	137.5343398
513	137.4996881
514	137.4610967
515	137.412141
516	137.3774634
517	137.3034953
518	137.2424379
519	137.1892174
520	137.1571875
521	137.1193745
522	137.0735001
523	137.0535373
524	137.0465669
525	136.9991349
526	136.9443784
527	136.9272418
528	136.8903176
529	136.8230294
530	136.7959164
531	136.7941109
532	136.7643631
533	136.7226378
534	136.7163393
535	136.7024984
536	136.6482924
537	136.6304452
538	136.5719143
539	136.5072175
540	136.4833445
541	136.4076664
542	136.3799513
543	136.3437156
544	136.2928824
545	136.2525276
546	136.2193119
547	136.2014467
548	136.1439024
549	136.1130946
550	136.0865914
551	136.0731412
552	136.0353703
553	135.9962935
554	135.9545383
555	135.9507523
556	135.8967278
557	135.8712285
558	135.8453013
559	135.8173959
560	135.80061
561	135.799076
562	135.7543418
563	135.7194765
564	135.6624469
565	135.6074804
566	135.5559558
567	135.5327143
568	135.4987309
569	135.4424032
570	135.3951271
571	135.3597894
572	135.3300267
573	135.3081845
574	135.2583893
575	135.2245096
576	135.2214466
577	135.1744034
578	135.1458164
579	135.0984938
580	135.0747141
581	135.0612732
582	135.0584132
583	135.0468418
584	134.9991498
585	134.9682455
586	134.9434772
587	134.8917301
588	134.8641752
589	134.834492
590	134.7925035
591	134.7674585
592	134.7186819
593	134.6964965
594	134.6818766
595	134.6382464
596	134.6350955
597	134.5774935
598	134.5262464
599	134.5132943
600	134.499299
601	134.4561868
602	134.4169684
603	134.3679573
604	134.3217917
605	134.2949375
606	134.2920539
607	134.272375
608	134.216603
609	134.1874317
610	134.1845374
611	134.1398047
612	134.0913501
613	134.0488674
614	134.000798
615	133.9545127
616	133.9103697
617	133.8941424
618	133.847589
619	133.7996795
620	133.7934725
621	133.7380525
622	133.711899
623	133.6960514
624	133.6428224
625	133.6367304
626	133.6214002
627	133.5957973
628	133.5773862
629	133.5562992
630	133.5238775
631	133.5088211
632	133.4866948
633	133.4560265
634	133.3969666
635	133.3572499
636	133.3259218
637	133.2962874
638	133.2935139
639	133.2535051
640	133.2216286
641	133.1820869
642	133.1466246
643	133.080018
644	133.0386775
645	132.9811976
646	132.948127
647	132.9047906
648	132.8938427
649	132.8502399
650	132.8223407
651	132.8116872
652	132.7968202
653	132.7266314
654	132.7034675
655	132.6983113
656	132.6574169
657	132.628013
658	132.5877674
659	132.556817
660	132.5330414
661	132.5125047
662	132.4878905
663	132.4517114
664	132.415077
665	132.4044144
666	132.3643947
667	132.3058946
668	132.2555979
669	132.2080842
670	132.1598997
671	132.157827
672	132.1361079
673	132.0736177
674	132.0459499
675	132.0086496
676	131.9713443
677	131.933172
678	131.9033669
679	131.8629944
680	131.8336981
681	131.7861642
682	131.7705555
683	131.7286603
684	131.6988062
685	131.6772176
686	131.6568987
687	131.6306249
688	131.6114581
689	131.574769
690	131.571935
691	131.5590266
692	131.532016
693	131.5184077
694	131.515555
695	131.4973891
696	131.467972
697	131.424509
698	131.3989908
699	131.3411036
700	131.3361505
701	131.30115
702	131.2541722
703	131.2509844
704	131.2387002
705	131.2151634
706	131.1899193
707	131.162273
708	131.1486292
709	131.1289938
710	131.1190479
711	131.1058183
712	131.0702088
713	131.0334322
714	131.0038303
715	131.0009507
716	130.9470271
717	130.9198956
718	130.9022771
719	130.8926851
720	130.8594947
721	130.8381931
722	130.8127206
723	130.7758151
724	130.7607179
725	130.7277293
726	130.7164629
727	130.70089
728	130.6913386
729	130.6472613
730	130.6179922
731	130.5804713
732	130.5456395
733	130.5435273
734	130.5271116
735	130.4980601
736	130.4804736
737	130.4387011
738	130.3987649
739	130.3704815
740	130.3445335
741	130.3167945
742	130.2876807
743	130.2693955
744	130.2450853
745	130.2398602
746	130.2220451
747	130.1711514
748	130.1488671
749	130.1356207
750	130.0858084
751	130.058088
752	130.0327871
753	130.0072361
754	129.9715596
755	129.9460664
756	129.9108093
757	129.8836441
758	129.856535
759	129.8508898
760	129.8402978
761	129.7943864
762	129.7739576
763	129.7488465
764	129.6911818
765	129.6764118
766	129.6479243
767	129.6388805
768	129.6265329
769	129.5920491
770	129.5768843
771	129.5557535
772	129.5308632
773	129.5096665
774	129.4900281
775	129.4850866
776	129.4617451
777	129.4365468
778	129.4043299
779	129.365473
780	129.335186
781	129.328863
782	129.3180624
783	129.301233
784	129.2790437
785	129.264797
786	129.2434743
787	129.235308
788	129.2215251
789	129.2116606
790	129.1924062
791	129.1565534
792	129.1332318
793	129.1101647
794	129.0852033
795	129.0551829
796	129.0535247
797	129.0330312
798	129.0316133
799	129.0119012
800	128.9789627
801	128.9570398
802	128.9341326
803	128.8990911
804	128.8907032
805	128.8338248
806	128.802255
807	128.7553816
808	128.7235433
809	128.6926882
810	128.6702695
811	128.6284337
812	128.60639
813	128.5772444
814	128.5238267
815	128.4712189
816	128.4361883
817	128.4067931
818	128.3837335
819	128.3677838
820	128.3186408
821	128.272752
822	128.2422188
823	128.2259694
824	128.1608481
825	128.1592203
826	128.1366174
827	128.1153115
828	128.1047436
829	128.088896
830	128.0526236
831	128.0229742
832	128.0031986
833	127.9836325
834	127.9511014
835	127.9325007
836	127.9237933
837	127.8975669
838	127.8718272
839	127.8555108
840	127.8449711
841	127.7999941
842	127.7727171
843	127.7607535
844	127.74081
845	127.7384141
846	127.7232445
847	127.6886466
848	127.6629099
849	127.6552646
850	127.6251146
851	127.6089833
852	127.6062148
853	127.5873681
854	127.5775737
855	127.5589504
856	127.5330939
857	127.4929174
858	127.4576936
859	127.4260299
860	127.4080407
861	127.3905071
862	127.3553533
863	127.3340864
864	127.3208279
865	127.2787593
866	127.2490203
867	127.2162684
868	127.2076074
869	127.169949
870	127.1351545
871	127.1033441
872	127.0877778
873	127.0616522
874	127.0382778
875	127.0146278
876	126.9844236
877	126.9733769
878	126.9495411
879	126.9255854
880	126.911245
881	126.8871015
882	126.8610947
883	126.8521459
884	126.8472269
885	126.8189184
886	126.8079327
887	126.8023146
888	126.7943243
889	126.7813266
890	126.7701884
891	126.7552967
892	126.7382708
893	126.7092386
894	126.684415
895	126.6435981
896	126.6360673
897	126.621843
898	126.6127666
899	126.5951144
900	126.5759734
901	126.5628483
902	126.5405232
903	126.5282752
904	126.5207286
905	126.5127943
906	126.4956346
907	126.4867199
908	126.4752024
909	126.4583264
910	126.4342713
911	126.4239472
912	126.4047068
913	126.3796632
914	126.3542868
915	126.3405368
916	126.3026751
917	126.2710048
918	126.2642971
919	126.2554718
920	126.2423283
921	126.2135652
922	126.1826425
923	126.1627114
924	126.1251865
925	126.1129496
926	126.0943021
927	126.0729438
928	126.0641239
929	126.0559411
930	126.0485601
931	126.0226467
932	126.0025964
933	125.9901739
934	125.9415705
935	125.9348247
936	125.9220086
937	125.9036142
938	125.8965306
939	125.8614065
940	125.8452985
941	125.8151156
942	125.7939149
943	125.7674935
944	125.7453947
945	125.7274094
946	125.7205655
947	125.7055634
948	125.6991211
949	125.6836705
950	125.6734828
951	125.6711727
952	125.6444949
953	125.6229099
954	125.6039933
955	125.5844523
956	125.5780741
957	125.5425373
958	125.523953
959	125.4741171
960	125.465063
961	125.4342873
962	125.4056739
963	125.3957393
964	125.3830369
965	125.3733189
966	125.3556876
967	125.3298718
968	125.3064061
969	125.2907745
970	125.2791147
971	125.2723307
972	125.2539775
973	125.2260551
974	125.2097694
975	125.1954109
976	125.1841771
977	125.1578577
978	125.1459228
979	125.1111121
980	125.1008239
981	125.0768897
982	125.028733
983	125.0145004
984	124.9980601
985	124.9568132
986	124.9493038
987	124.923512
988	124.9107246
989	124.8847998
990	124.8687398
991	124.8420502
992	124.8158518
993	124.771785
994	124.7576771
995	124.728149
996	124.7140484
997	124.6919591
998	124.6678648
999	124.6572964
